datetime,predicted_jam_factor,predicted_congestion_level
2025-03-08 18:00:00,9.685407019710885,Heavy
2025-03-08 19:00:00,9.685407019710885,Heavy
2025-03-08 20:00:00,9.685407019710885,Heavy
2025-03-08 21:00:00,9.685407019710885,Heavy
2025-03-08 22:00:00,9.685407019710885,Heavy
2025-03-08 23:00:00,9.685407019710885,Heavy
2025-03-09 00:00:00,9.588657399575741,Heavy
2025-03-09 01:00:00,9.68475693307495,Heavy
2025-03-09 02:00:00,9.68475693307495,Heavy
2025-03-09 03:00:00,9.68475693307495,Heavy
2025-03-09 04:00:00,9.68475693307495,Heavy
2025-03-09 05:00:00,9.68475693307495,Heavy
2025-03-09 06:00:00,9.68475693307495,Heavy
2025-03-09 07:00:00,9.684606365991751,Heavy
2025-03-09 08:00:00,9.685256452627685,Heavy
2025-03-09 09:00:00,9.685256452627685,Heavy
2025-03-09 10:00:00,9.685256452627685,Heavy
2025-03-09 11:00:00,9.685256452627685,Heavy
2025-03-09 12:00:00,9.685256452627685,Heavy
2025-03-09 13:00:00,9.685256452627685,Heavy
2025-03-09 14:00:00,9.685256452627685,Heavy
2025-03-09 15:00:00,9.685256452627685,Heavy
2025-03-09 16:00:00,9.685256452627685,Heavy
2025-03-09 17:00:00,9.685256452627685,Heavy
2025-03-09 18:00:00,9.685407019710885,Heavy
2025-03-09 19:00:00,9.685407019710885,Heavy
2025-03-09 20:00:00,9.685407019710885,Heavy
2025-03-09 21:00:00,9.685407019710885,Heavy
2025-03-09 22:00:00,9.685407019710885,Heavy
2025-03-09 23:00:00,9.685407019710885,Heavy
2025-03-10 00:00:00,9.589610747366681,Heavy
2025-03-10 01:00:00,9.683044659261174,Heavy
2025-03-10 02:00:00,9.683044659261174,Heavy
2025-03-10 03:00:00,9.683044659261174,Heavy
2025-03-10 04:00:00,9.683044659261174,Heavy
2025-03-10 05:00:00,9.683044659261174,Heavy
2025-03-10 06:00:00,9.683044659261174,Heavy
2025-03-10 07:00:00,9.682894092177975,Heavy
2025-03-10 08:00:00,9.683544178813909,Heavy
2025-03-10 09:00:00,9.683544178813909,Heavy
2025-03-10 10:00:00,9.683544178813909,Heavy
2025-03-10 11:00:00,9.683544178813909,Heavy
2025-03-10 12:00:00,9.683544178813909,Heavy
2025-03-10 13:00:00,9.683544178813909,Heavy
2025-03-10 14:00:00,9.683544178813909,Heavy
2025-03-10 15:00:00,9.683544178813909,Heavy
2025-03-10 16:00:00,9.683544178813909,Heavy
2025-03-10 17:00:00,9.683544178813909,Heavy
2025-03-10 18:00:00,9.683694745897109,Heavy
2025-03-10 19:00:00,9.683694745897109,Heavy
2025-03-10 20:00:00,9.683694745897109,Heavy
2025-03-10 21:00:00,9.683694745897109,Heavy
2025-03-10 22:00:00,9.683694745897109,Heavy
2025-03-10 23:00:00,9.683694745897109,Heavy
2025-03-11 00:00:00,9.588657399575741,Heavy
2025-03-11 01:00:00,9.682091311470234,Heavy
2025-03-11 02:00:00,9.682091311470234,Heavy
2025-03-11 03:00:00,9.682091311470234,Heavy
2025-03-11 04:00:00,9.682091311470234,Heavy
2025-03-11 05:00:00,9.682091311470234,Heavy
2025-03-11 06:00:00,9.682091311470234,Heavy
2025-03-11 07:00:00,9.681940744387035,Heavy
2025-03-11 08:00:00,9.682590831022969,Heavy
2025-03-11 09:00:00,9.682590831022969,Heavy
2025-03-11 10:00:00,9.682590831022969,Heavy
2025-03-11 11:00:00,9.682590831022969,Heavy
2025-03-11 12:00:00,9.682590831022969,Heavy
2025-03-11 13:00:00,9.682590831022969,Heavy
2025-03-11 14:00:00,9.682590831022969,Heavy
2025-03-11 15:00:00,9.682590831022969,Heavy
2025-03-11 16:00:00,9.682590831022969,Heavy
2025-03-11 17:00:00,9.682590831022969,Heavy
